country,date,ratio
ITA,2020-05-20,0.0011266486174858683
ITA,2020-05-21,0.001201831181676755
ITA,2020-05-22,0.0012638853007825694
ITA,2020-05-23,0.0012140877504598813
ITA,2020-05-24,0.0009359927438430108
ITA,2020-05-25,0.0005908806299400176
ITA,2020-05-26,0.0009670114199699377
ITA,2020-05-27,0.001128811541388773
ITA,2020-05-28,0.0012724866958383064
ITA,2020-05-29,0.0012094768661707433
ITA,2020-05-30,0.001162647048645064
ITA,2020-05-31,0.000907388494398396
ITA,2020-06-01,0.0005263785504479701
ITA,2020-06-02,0.0008745422314077744
ITA,2020-06-03,0.0006253868112747287
ITA,2020-06-04,0.000837554555982909
ITA,2020-06-05,0.0010903148492874624
ITA,2020-06-06,0.0012153452643569188
ITA,2020-06-07,0.0008295903013016711
ITA,2020-06-08,0.00045458289035310454
ITA,2020-06-09,0.0009222271583834394
ITA,2020-06-10,0.0010512648510714556
ITA,2020-06-11,0.0010474587756764218
ITA,2020-06-12,0.0011840750854505843
ITA,2020-06-13,0.0008341508850349274
ITA,2020-06-14,0.000947779840771243
ITA,2020-06-15,0.00047126590805380306
ITA,2020-06-16,0.0007860635536122104
ITA,2020-06-17,0.0013028011641828922
ITA,2020-06-18,0.0009750595089109783
ITA,2020-06-19,0.0009647814286591911
ITA,2020-06-20,0.0009175156729825386
ITA,2020-06-21,0.0006798120127385152
ITA,2020-06-22,0.0004857692349996365
ITA,2020-06-23,0.0006788060016208851
ITA,2020-06-24,0.0008931031365280491
ITA,2020-06-25,0.0009399664877576495
ITA,2020-06-26,0.0008847532442517195
ITA,2020-06-27,0.0010286631346287
ITA,2020-06-28,0.0006261748533168723
ITA,2020-06-29,0.00045636017666091767
ITA,2020-06-30,0.0008093862446892673
ITA,2020-07-01,0.0009283135256451013
ITA,2020-07-02,0.0008927174989329576
ITA,2020-07-03,0.0008399522158132607
ITA,2020-07-04,0.0008720607373176203
ITA,2020-07-05,0.0006281198081442904
ITA,2020-07-06,0.00037165404055646635
ITA,2020-07-07,0.000724646574880895
ITA,2020-07-08,0.0008457703134435546
ITA,2020-07-09,0.0008811316042282514
ITA,2020-07-10,0.0008040208520619069
ITA,2020-07-11,0.0007701182773977739
ITA,2020-07-12,0.0006414829891568098
ITA,2020-07-13,0.0004012810679706717
ITA,2020-07-14,0.0007019777910302976
ITA,2020-07-15,0.0008123372106343155
ITA,2020-07-16,0.0008455858780719891
ITA,2020-07-17,0.000851202773478757
ITA,2020-07-18,0.0008092521098735833
ITA,2020-07-19,0.0005956424158967999
ITA,2020-07-20,0.00040664646059803203
ITA,2020-07-21,0.0007228189880172004
ITA,2020-07-22,0.0008269076049879909
ITA,2020-07-23,0.001011225608589779
ITA,2020-07-24,0.0008942432824613632
ITA,2020-07-25,0.0008663600076510499
ITA,2020-07-26,0.0006794934425512657
ITA,2020-07-27,0.0004284098344427624
ITA,2020-07-28,0.0008076592589373357
ITA,2020-07-29,0.000939245513123348
ITA,2020-07-30,0.001037163928572674
ITA,2020-07-31,0.0010218390258807761
ITA,2020-08-01,0.0010124328219309352
ITA,2020-08-02,0.0007254849174789201
ITA,2020-08-03,0.0004030080537226033
ITA,2020-08-04,0.0007341869136464201
ITA,2020-08-05,0.0009465055600222449
ITA,2020-08-06,0.0009837615050784783
ITA,2020-08-07,0.0009925305686538204
ITA,2020-08-08,0.0008936396757907851
ITA,2020-08-09,0.0006310540072373782
ITA,2020-08-10,0.0004431814310199638
ITA,2020-08-11,0.0006814383973786838
